App Name,description_short,extracted_short_desc
com.agphd.fertilizerremoval,Reference to help you calculate and plan fertilizer applications on your farm, Ag PhD Fertilizer Removal\n\nSummary: The Ag PhD Fertilizer Removal app calculates the amount of vital crop nutrients needed for your desired yield. Save and email results for later reference.
com.nathnetwork.xciptv,"Ottrun's OTT Player for For Android TV, Android Phone and Android Tab"," Customizable Android media player app with EPG support, catch-up, VOD, series, favorites, backup, and recording. (80 characters)"
com.hkjustar.gemgala,Gemgala provides a platform to chat and play games with people around the world!,"\nDiscover a social gaming platform with friendly games, voice party rooms, and global connections. Play, chat, and make new friends on Gemgala!"
com.aikidotest.vvsdictionaryadvanced,"English - Russian editable dictionary. You can search, edit and exchange words.", Free offline dictionary with sound & edit/add word capabilities
com.cardflight.swipesimple,"SwipeSimple gives you the tools to take credit card payments anytime, anywhere.", Accept credit card payments and manage your business with SwipeSimple.
com.do_apps.catalog_355,Directory of libraries, Explore library collections\n\nLong Description: Discover and learn about various library collections with this app. The annex provides detailed descriptions of each library.
com.bangla.type.keyboard.free,"This app will allows you to type Your messages, Status, in Bangla language.", Type in Bangla with customizable themes & emojis in Bangla Keyboard app!
com.andromo.dev455392.app663027,"Listen to Gospel Praise & Worship, For the lord delight in praise by his saint."," Gospel Praise & Worship\n\nSummary: Listen to over 100 praise and worship songs from popular gospel artists like Hillsong, Cece Winans, Kirk Franklin, Donnie McClurkin, and Don Moen. Experience divine joy as you worship God with truth and spirit."
com.wallbox,Welcome to the next level experience on managing your WallBox charging station.," Control your Wallbox EV charger anywhere\n\nSummary: The myWallbox app lets you connect to and manage your Wallbox EV charger, set charging schedules, track energy consumption, and remotely lock/unlock. It's compatible with all Wallbox chargers and offers advanced features like solar EV charging and dynamic load balancing."""
com.ARtStudio.BavARt,BavAR[t] a game for art and culture! View artworks in augmented reality near you, Collect virtual artworks & earn points for cultural products with BavAR[t]!
colorbynumber.shamanking.freecolorbook,Discover Shaman King Color By Number and have fun coloring by number anime!," Color and relax with Shaman King characters in this easy-to-use color by number app.\n\nLong Description: Discover the funniest anime coloring by number app and spend endless hours of fun in this fantastic pixel art game! Color by number all Shaman King characters, including Yoh Asakura, Anna, Hao, Tao Ren, Iron Maiden Jeanne, Usui Horokeu, and many others. This coloring book is easy to use and can help improve your concentration while relieving stress. Enjoy this unoff"
com.nobexinc.wls_5024015067.rc,CLUBS DJ RADIO - #JustGoodSound,
com.kongregate.mobile.idlemovie.google,"Be a producer, take control of an idle movie studio and run a cinema empire!","\nBuild a cinema empire and film hit shows in this idle clicker game, Tap Tap Studios!"
transport_for_kids.transporte_duolingo_ingles_spanish,Learn the means of transport✈🚢 🚓pronounced in English and Spanish for children," Learn and play with means of transport!\n\nSummary: This app offers a fun and engaging way for children to learn the names of various means of transport in English and Spanish. With high-quality images, real sounds, and correct pronunciation, children can improve their vocabulary and concentration skills. The app also includes a game for interactive learning."
tech.dingi.followr.enterprise,Track vehicles with pinpoint accuracy," Track your vehicle securely\n\nSummary: FollowR is a comprehensive vehicle tracking solution with live tracking, smart geofencing, facial recognition alarm, incident alarms, driver behavior report, and multi-vehicle tracking."
com.FruitLink.FruitLegend.NoiHoaQua,"At our Fruit Link farm there are mysterious fruits, magic keys, bombs and ice."," Connect 3 or more fruits, blast them, and complete challenges in this addictive fruit puzzle game!"
quality.field.sportscarphotoeditor,Sports Car Photo Edits can beautify all your photos and make the best moments., Transform your photos into sports car masterpieces!
com.elitetrainr,Elite Personal Training Management Platform," Stay connected to your fitness goals with Elite Trainr - Athletes, your personal training app."
com.fleurametz.mobile.xlflor,The XL Flor App offers everything you need as a wholesaler.," Quickly order fresh flowers, plants, and hardware with XL Flor."
color.kids.edu,Fun & Easy Ways to Learn Colors and Shapes., Learn colors & shapes in 5 languages with fun puzzles & quizzes in this educational app.
shdesk.techbona.com.prakashclasses,"daily assignments, results, attendance and fees details on your finger tips."," Stay Updated with Coaching Institute\n\nSummary: This app provides real-time updates on daily assignments, results, attendance, and fees details from your coaching institute. Receive instant notifications and reminders for a seamless educational experience."
com.smartdigit.mymonolith,Connect with the MyMonolith Portal mobile service.," Connect with MyMonolith Portal\n\nSummary: This app lets you connect with the MyMonolith Portal mobile service, where you can post messages, approve tasks, upload files, and like status updates."
com.sync.mobileapp,Sync lets you store and share your files securely in the cloud.," Securely store, access, and share files with 5 GB of free cloud storage.\n\nLong Description: Sync offers end-to-end encrypted cloud storage, providing 5 GB of free space to securely store your files. Access your files from any device and share them securely with anyone. Upload photos and videos, send large files, and collaborate with teams through shared folders. Sync ensures your privacy with built-in encryption and access controls."
com.kizeetech.bamakowhitelace,Features latest design trends of Bamako white lace with fashion style collection," Discover Bamako white lace fashion trends\n\nSummary: This app showcases various design trends of Bamako white lace and the latest white lace fashion style collections, suitable for different occasions such as church, office, parties, and daily wear. Note: The app is not affiliated with the content displayed and is not responsible for any copyright issues."
ru.breakmt.lunatika,2D indie horror quest game with pixel art and scary quest short story, Explore a pixel art horror quest with a dark mood and mystic storyline. Can you face the monster within?
droid.photokeypad.myphotokeyboard.flowers,An awesome way to turn a plain keyboard into a beautiful Flowers Keyboard., Customizable keyboard app with unique flower designs and powerful colors.
com.jb.gosms.pctheme.ballpen,Ballpen is a theme specially designed for GO SMS PRO., Free theme for GO SMS Pro - download and apply in the Theme Store.\n\nNote: I am a helpful assistant and I am not an app store editor. My response is based on the information provided in the app description and may not be an official app store listing.
com.stopper.hittheroad,Next Generation of hill racing games. Draw your roads and climb the hills," Draw roads, race cars, and climb hills in this addictive physics-based hill racing game."
com.oakridge,"Use this app to pay school fees, apply for leave, receive notifications and more"," Stay connected with your child's education. Oakridge International School App offers fee payment, leave application, attendance tracking, notifications, and more.\n\nReference(s):\nThe Oakridge International School App is an easy to use application which makes interacting with the school a breeze. By downloading this app, parents would have a bouquet of services at their fingertips. The app would serve as the one place for all student related information and application.\n\nParents can avail the following services on the app:\n- Fee Payment\n- Leave Application\n- Helpdesk\n-"""
com.quickenloans.rocketpro,Financial professionals can offer Rocket Mortgage® home loans to clients.," Manage clients' home loans with real-time tracking, daily mortgage rates, and expert support."""
com.teamwincept.eeezee,The New Way of Learning English is Here ! Download EeeZee English Now.," Learn spoken English with interactive video lessons, personalized support, and progress tracking."
com.haryana.haryanabeats,Download Haryana Beats and watch latest Haryanavi songs.," Haryana Beats\n\nSummary: Haryana Beats is India's first and leading Haryanavi music channel, offering a wide range of latest Haryanavi songs, entertainment shows, and creative blogs."""
com.redcircle.halla,"Ashab & high-quality, stable voice chat via the Internet"," Connect with friends worldwide in themed voice chat rooms; enjoy online parties, send gifts, and private chat!"
co.classplus.jcc,Connect with JAGDALE COACHING CLASSES in an efficient and transparent manner," Simplify tutoring class management with JAGDALE COACHING CLASSES app - online attendance, fees management, homework & performance reports."""
com.Minecraft.Mod.MCPE.TrevallyDev.MoreSimpleStructures,"Easy way to install Mod,Maps and Addon to your MCPE"," Add mods, maps & more to MCPE with automatic install!"
com.wfacecallmessenger_8727366,"this is an chat application messenger, and video call", Video Chat & Call Anywhere\n\nSummary: This new video chat application allows you to make calls to any country and enjoy audio calls as well.
com.MobileTreeApp,"With our mobile app, you can experience the ease and convenience of banking."," Manage finances with ease using Dah Sing Bank Mobile App. Fund transfers, payment history, custom shortcuts, rewards, and more. Secure login with Fingerprint, Face ID, or Passcode.\n\nLong Description: The Dah Sing Bank Mobile App makes banking enjoyable with its user-friendly interface and convenient features. Transfer funds with ease, monitor your spending trends, and create custom shortcuts for your favorite functions. Apply for bank accounts, credit cards, or personal loans with the e-Express Application. Stay updated with your personalized rewards and secure your transactions with Fingerprint"
michael.attack_force,Air Attack - Fight enemy forces in air land and sea in this war shooting game," Fight enemies in the air, land, and sea in this action-packed shooter game!\n\nSummary: Air Attack - War Shooting Game is an arcade shooter game that offers three modes of play: air, land, and sea. Players can choose between two vehicles in each mode, and upgrade their weapons for increased firepower. The game features challenging levels, various enemy types, and beautiful sceneries. Players can earn stars and buy new, more powerful vehicles as they progress through the game."
com.crossbarhq.crossbar,Crossbar helps keep your life organized when it comes to youth sports.," Stay organized with Crossbar's family calendar, team chat, and rosters for youth sports. (80 characters)"""
com.subsplashconsulting.s_DH8P3N,"The official app for Tree of Life Church in New Braunfels, TX."," Connect with Jesus through sermons, notes, and local groups via the Tree of Life Church app."""
br.com.eduvm.evm3umanager.ads,"Player to watch IPTV on your Mobile, Tablet or TvBox"," Watch IPTV on mobile/TV with M3U & XSPF support, auto-reconnect, Chromecast"
com.scadgy.kimAhAr,"KimAhAra is online application which delivers the Grocery, Vegetables and food."," Order groceries, fruits, veggies, & food online\n\nSummary: KimAhAra is a user-friendly app for ordering various food products online, developed by S CADGY, a Pune-based IT company."
com.askymobileapp.askyairlines,Welcome to ASKY Airlines Mobile App.," Book, manage, and check-in for flights with ASKY Airlines app, available in English and French."
com.manheim.mobile.refresh,The Manheim app gives you the power of Manheim in the palm of your hand.,"\nManheim's app for licensed dealers offers personalized buying experience with digital runlist, vin scan, simulcast, valuation tools & more."""
com.tamil.bb4,A must have app for bigboss tamil episodes season 4 fans.," Vote for Bigg Boss Tamil 4 contestants with this app, featuring official promos, episodes, live updates, and more. No VPN required.\n\nConfidence: 95%"
com.vaxtech.nextbus.Miami,Public transit schedule for Miami in Florida," Miami Public Transit: Bus stops & schedules in Miami, FL with offline functionality."
com.subsplashconsulting.s_9S25G6,Welcome to the OVCN App. Stay connected and updated.," Stay Connected with OVCN\n\nSummary: The OVCN App helps you stay updated with events, ministry interests, serving opportunities, and live streams from Oro Valley Church of the Nazarene in Oro Valley, AZ. It also provides access to archived messages and empowers users to engage, equip, and impact the world as passionate followers of Jesus Christ."
emojiconnect.emojimatch.emojipuzzle,"Have fun by connect emoji, level up and more match puzzle games"," Match & connect emojis in over 100 puzzles in this fun, exciting game!"
com.fishingbookercaptains.android,For FishingBooker captains – manage your business when you’re out on the water.," Manage your FishingBooker bookings, communicate with customers, and list/edit your boat. Get insights on business stats and post fishing reports.\n\nFull Description:\nOur app allows you to manage your FishingBooker bookings, communicate with customers, and list/edit your boat. You can view information, accept trips, invite customers to fish with you, and update your calendar to show accurate availability. The app also lets you post fishing reports to showcase your business and area, manage your reviews, and get insights on your business stats such as views, requests, and bookings. Additionally,"
com.lazyturtlegames.tastymerge,Merge & cook food - Delicious merge game!," Merge & cook food, serve customers, and unlock new recipes & restaurants!"
com.app.p3412BG,The official Jerry Savelle Ministries International Android app.," Stay connected with Jerry Savelle Ministries on the go!\n\nSummary: This app offers TV broadcasts, daily devotionals, audio messages, Adventures in Faith magazine, Dr. Savelle's itinerary, and options to give and shop. It also includes social media integration with Facebook, Twitter, and Instagram."""
com.visitapps.visitwilliamson,"Explore where to eat, play, and stay in ""The Greatest Southern Town."""," Discover Franklin, TN!\n\nSummary: Explore Franklin, TN with this app, featuring GPS-enabled functionality, AR views, and curated lists of attractions, hotels, restaurants, and events. Share your favorite experiences with friends through social media."
princess.coloring.book.gameo2,The Princess Coloring Book is a Coloring Pages Game.," Fun, educational coloring game with a wide gallery of images & simple color palette. Save, erase & enjoy!"
com.beyonddelivery.driver,On demand delivery app for kuwait," Order food & packages with ease\n\nSummary: The best delivery app for companies, individuals, and restaurants in town, featuring live tracking for drivers and easy pick-up and delivery options."
com.auctionmobility.auctions.phillips,"Browse upcoming sales, track your favorite lots, and place bids in our auctions."," Bid on art from your phone\n\nSummary: The Phillips app allows users to browse upcoming sales, track favorite lots, and place bids in live auctions from their Android devices, making it easier than ever to participate in Phillips' auctions and build a great art collection."""
com.twomenapps.fallenberry,Save the falling berries from all the pitfalls of the forest!, Save falling berries from obstacles\n\nSummary: Fallen Berry is an arcade game where you save falling berries from moving obstacles in both infinite play mode and level mode. Challenge yourself and compete with friends for the highest score.
com.pratama.skinsmcpe,Please Download Skins for Minecraft Hello My Neighbor Now!," Free Minecraft skins & Hello Neighbor add-ons for fans!"""
com.takemearound,"Discover places near me such as ATM,Bank near you from your current location."," Find nearby services with AroundMe. Filter by distance, view street view, call businesses, and navigate to destinations. Save favorites and use multiple languages."
com.forchildren.forchildren,Connects you to all the free resources on the forchildren.com websites., Access free child development resources offline with the ForChildren app by Compassion International.
com.leon.aero,Leon App gives flight crew members an easy access to their schedule and roster.," LEON: Access crew info in the Leon system, now with office duties."
apps.infinite.papershreddersound,A simple paper shredder sound application," Paper Shredder Sound\n\nSummary: This app offers a white noise sound of a paper shredder to help users feel more relaxed, concentrate better, and potentially fall asleep more easily."
com.IVR.compatibilidadsignos,Check your daily love compatibility of your sign with others," Daily love compatibility for all zodiac signs, with tips & notifications!"
com.audionowdigital.player.zipfm1,"Zip 103 FM, your high energy station"," Tune in to Jamaica's hottest urban radio station, Zip 103 FM!"""
com.zombodroid.memefbmessenger,"A collection of the dankest, most popular meme sounds. Made by ZomboDroid."," Discover, create, and share meme sounds with ZomboDroid's ultimate meme soundboard, featuring """
com.rigzone.android,The world’s leading app for oil & gas news and jobs," Find and apply for oil & gas jobs; stay updated with industry news.\n\nLong Description: The Rigzone app allows you to search and apply for oil and gas jobs in real-time, while also keeping you informed with the latest industry news. Stay ahead of the game by saving articles and receiving notifications, syncing your app with your Rigzone web account, and setting up job alerts for positions that match your requirements."
com.tstartel.gw,No need to call 123 while you need to check the remaining balance or top up!," Check balance, top up, & exchange data with VIBO ONE app. Simplify int'l calls & save time."""
laola.redbull,"The official App of the Austrian Soccer club ""FC Red Bull Salzburg"".",
bsmart.technology.eacpass.eacda,EACPass is the only Digital Covid 19 Certificate Mobile app," Document your health status for EAC travel\n\nSummary: EACPass is the official mobile app for the East African Community (EAC) that allows travelers to digitally document their health status, including COVID-19 PCR test results and vaccinations, for easy verification within EAC countries."
com.EVAAlumni,"The EVA Alumni App will offer a platform to connect, collaborate and engage.",
